  (0, 7139)	0.10038550569503576
  (0, 979)	0.10038550569503576
  (0, 1012)	0.10038550569503576
  (0, 1360)	0.10038550569503576
  (0, 2751)	0.10038550569503576
  (0, 3265)	0.10038550569503576
  (0, 292)	0.10038550569503576
  (0, 5769)	0.10038550569503576
  (0, 1928)	0.10038550569503576
  (0, 3963)	0.10038550569503576
  (0, 816)	0.10038550569503576
  (0, 1588)	0.08099039391621234
  (0, 3217)	0.056555442858017724
  (0, 3726)	0.20077101139007153
  (0, 5651)	0.16198078783242467
  (0, 1710)	0.08099039391621234
  (0, 5186)	0.11311088571603545
  (0, 4305)	0.08099039391621234
  (0, 4433)	0.06722934311211352
  (0, 5172)	0.10038550569503576
  (0, 6096)	0.08099039391621234
  (0, 2866)	0.08099039391621234
  (0, 5756)	0.10038550569503576
  (0, 2240)	0.08099039391621234
  (0, 4618)	0.10038550569503576
  :	:
  (0, 5130)	0.06722934311211352
  (0, 5548)	0.06722934311211352
  (0, 6005)	0.08099039391621234
  (0, 5976)	0.30115651708510727
  (0, 6860)	0.0478342313332901
  (0, 7052)	0.10038550569503576
  (0, 2648)	0.10038550569503576
  (0, 937)	0.08099039391621234
  (0, 6800)	0.10038550569503576
  (0, 6185)	0.10038550569503576
  (0, 2079)	0.06722934311211352
  (0, 2892)	0.08099039391621234
  (0, 5380)	0.13445868622422705
  (0, 1526)	0.40495196958106167
  (0, 2082)	0.10038550569503576
  (0, 2653)	0.10038550569503576
  (0, 2081)	0.10038550569503576
  (0, 6884)	0.056555442858017724
  (0, 3261)	0.06722934311211352
  (0, 7135)	0.10038550569503576
  (0, 4964)	0.10038550569503576
  (0, 1547)	0.10038550569503576
  (0, 1936)	0.40154202278014306
  (0, 5749)	0.056555442858017724
  (0, 1285)	0.10038550569503576
  (0, 7152)	0.003395456365518862
  (0, 1830)	0.003395456365518862
  (0, 1190)	0.003395456365518862
  (0, 6563)	0.003395456365518862
  (0, 2800)	0.003395456365518862
  (0, 4185)	0.003395456365518862
  (0, 2971)	0.003395456365518862
  (0, 6323)	0.003395456365518862
  (0, 3270)	0.003395456365518862
  (0, 6732)	0.002273976700512513
  (0, 3534)	0.003395456365518862
  (0, 606)	0.0027394328161688235
  (0, 3988)	0.003395456365518862
  (0, 5445)	0.003395456365518862
  (0, 5553)	0.003395456365518862
  (0, 5446)	0.003395456365518862
  (0, 3567)	0.003395456365518862
  (0, 4222)	0.003395456365518862
  (0, 2059)	0.003395456365518862
  (0, 4221)	0.003395456365518862
  (0, 6647)	0.003395456365518862
  (0, 115)	0.002273976700512513
  (0, 3154)	0.006790912731037724
  (0, 5966)	0.003395456365518862
  (0, 3568)	0.003395456365518862
  :	:
  (0, 2447)	0.005478865632337647
  (0, 4989)	0.004547953401025026
  (0, 3449)	0.006790912731037724
  (0, 3448)	0.006790912731037724
  (0, 7141)	0.013581825462075448
  (0, 1588)	0.019176029713181764
  (0, 3217)	0.0019129408885021019
  (0, 5186)	0.005738822665506306
  (0, 4305)	0.013697164080844117
  (0, 4433)	0.018191813604100104
  (0, 1794)	0.002273976700512513
  (0, 6341)	0.0027394328161688235
  (0, 3859)	0.0038258817770042038
  (0, 2105)	0.027287720406150153
  (0, 5298)	0.0019129408885021019
  (0, 1283)	0.013390586219514713
  (0, 5130)	0.002273976700512513
  (0, 5548)	0.006821930101537538
  (0, 6860)	0.014561578360462273
  (0, 2079)	0.002273976700512513
  (0, 2892)	0.005478865632337647
  (0, 1526)	0.06026752195571411
  (0, 6884)	0.005738822665506306
  (0, 3261)	0.004547953401025026
  (0, 5749)	0.0038258817770042038
  (0, 773)	0.007841380529938753
  (0, 6229)	0.007841380529938753
  (0, 6870)	0.006326376438207882
  (0, 61)	0.007841380529938753
  (0, 4629)	0.007841380529938753
  (0, 6821)	0.006326376438207882
  (0, 4368)	0.006326376438207882
  (0, 2702)	0.007841380529938753
  (0, 5020)	0.006326376438207882
  (0, 3634)	0.006326376438207882
  (0, 1644)	0.007841380529938753
  (0, 1920)	0.007841380529938753
  (0, 7245)	0.007841380529938753
  (0, 1959)	0.006326376438207882
  (0, 5668)	0.007841380529938753
  (0, 369)	0.007841380529938753
  (0, 2090)	0.007841380529938753
  (0, 4536)	0.006326376438207882
  (0, 7170)	0.006326376438207882
  (0, 5080)	0.007841380529938753
